 0e0 # 1.085854e-08          # dimensionless surface pressure
      1001             # radial resolution
# r  rho
4.356897400001561e+10  3.991076508603396e-01
4.363857300001563e+10  3.941304556571555e-01
4.370817200001565e+10  3.892088023407366e-01
4.377777100001567e+10  3.843421169638411e-01
4.384737000001569e+10  3.795298312866586e-01
4.391696900001572e+10  3.747713827216852e-01
4.398656800001573e+10  3.700662142790935e-01
4.405616700001576e+10  3.654137745125940e-01
4.412576600001578e+10  3.608135174657851e-01
4.419536500001580e+10  3.562649026189869e-01
4.426496400001582e+10  3.517673948365560e-01
4.433456300001584e+10  3.473204643146775e-01
4.440416200001586e+10  3.429235865296320e-01
4.447376100001588e+10  3.385762421865309e-01
4.454336000001591e+10  3.342779171685201e-01
4.461295900001593e+10  3.300281024864459e-01
4.468255800001595e+10  3.258262942289812e-01
4.475215700001598e+10  3.216719935132086e-01
4.482175600001600e+10  3.175647064356539e-01
4.489135500001602e+10  3.135039440237721e-01
4.496095400001604e+10  3.094892221878766e-01
4.503055300001606e+10  3.055200616735124e-01
4.510015200001608e+10  3.015959880142675e-01
4.516975100001611e+10  2.977165314850197e-01
4.523935000001612e+10  2.938812270556165e-01
4.530894900001614e+10  2.900896143449824e-01
4.537854800001617e+10  2.863412375756523e-01
4.544814700001619e+10  2.826356455287272e-01
4.551774600001621e+10  2.789723914992470e-01
4.558734500001623e+10  2.753510332519806e-01
4.565694400001625e+10  2.717711329776261e-01
4.572654300001627e+10  2.682322572494206e-01
4.579614200001630e+10  2.647339769801550e-01
4.586574100001631e+10  2.612758673795909e-01
4.593534000001634e+10  2.578575079122756e-01
4.600493900001636e+10  2.544784822557542e-01
4.607453800001638e+10  2.511383782591715e-01
4.614413700001640e+10  2.478367879022649e-01
4.621373600001643e+10  2.445733072547425e-01
4.628333500001645e+10  2.413475364360432e-01
4.635293400001647e+10  2.381590795754771e-01
4.642253300001650e+10  2.350075447727413e-01
4.649213200001652e+10  2.318925440588095e-01
4.656173100001653e+10  2.288136933571915e-01
4.663133000001656e+10  2.257706124455585e-01
4.670092900001658e+10  2.227629249177341e-01
4.677052800001660e+10  2.197902581460439e-01
4.684012700001662e+10  2.168522432440244e-01
4.690972600001664e+10  2.139485150294853e-01
4.697932500001666e+10  2.110787119879242e-01
4.704892400001669e+10  2.082424762362893e-01
4.711852300001671e+10  2.054394534870880e-01
4.718812200001672e+10  2.026692930128378e-01
4.725772100001675e+10  1.999316476108570e-01
4.732732000001677e+10  1.972261735683918e-01
4.739691900001679e+10  1.945525306280783e-01
4.746651800001681e+10  1.919103819537338e-01
4.753611700001683e+10  1.892993940964765e-01
4.760571600001685e+10  1.867192369611716e-01
4.767531500001688e+10  1.841695837731983e-01
4.774491400001690e+10  1.816501110455364e-01
4.781451300001692e+10  1.791604985461704e-01
4.788411200001695e+10  1.767004292658067e-01
4.795371100001697e+10  1.742695893859020e-01
4.802331000001699e+10  1.718676682470005e-01
4.809290900001701e+10  1.694943583173758e-01
4.816250800001703e+10  1.671493551619770e-01
4.823210700001705e+10  1.648323574116736e-01
4.830170600001708e+10  1.625430667327993e-01
4.837130500001710e+10  1.602811877969889e-01
4.844090400001711e+10  1.580464282513096e-01
4.851050300001714e+10  1.558384986886800e-01
4.858010200001716e+10  1.536571126185770e-01
4.864970100001718e+10  1.515019864380269e-01
4.871930000001720e+10  1.493728394028787e-01
4.878889900001722e+10  1.472693935993557e-01
4.885849800001724e+10  1.451913739158850e-01
4.892809700001727e+10  1.431385080152008e-01
4.899769600001729e+10  1.411105263067190e-01
4.906729500001730e+10  1.391071619191819e-01
4.913689400001733e+10  1.371281506735688e-01
4.920649300001735e+10  1.351732310562721e-01
4.927609200001737e+10  1.332421441925341e-01
4.934569100001740e+10  1.313346338201444e-01
4.941529000001742e+10  1.294504462633939e-01
4.948488900001744e+10  1.275893304072839e-01
4.955448800001746e+10  1.257510376719873e-01
4.962408700001749e+10  1.239353219875604e-01
4.969368600001751e+10  1.221419397689020e-01
4.976328500001753e+10  1.203706498909587e-01
4.983288400001755e+10  1.186212136641727e-01
4.990248300001757e+10  1.168933948101711e-01
4.997208200001759e+10  1.151869594376939e-01
5.004168100001761e+10  1.135016760187581e-01
5.011128000001763e+10  1.118373153650571e-01
5.018087900001765e+10  1.101936506045906e-01
5.025047800001768e+10  1.085704571585267e-01
5.032007700001770e+10  1.069675127182894e-01
5.038967600001772e+10  1.053845972228738e-01
5.045927500001774e+10  1.038214928363838e-01
5.052887400001776e+10  1.022779839257912e-01
5.059847300001778e+10  1.007538570389148e-01
5.066807200001780e+10  9.924890088261636e-02
5.073767100001782e+10  9.776290630121214e-02
5.080727000001785e+10  9.629566625509710e-02
5.087686900001787e+10  9.484697579958111e-02
5.094646800001789e+10  9.341663206393372e-02
5.101606700001791e+10  9.200443423063642e-02
5.108566600001794e+10  9.061018351484032e-02
5.115526500001796e+10  8.923368314402684e-02
5.122486400001798e+10  8.787473833787005e-02
5.129446300001801e+10  8.653315628829823e-02
5.136406200001802e+10  8.520874613975330e-02
5.143366100001804e+10  8.390131896964564e-02
5.150326000001807e+10  8.261068776900297e-02
5.157285900001809e+10  8.133666742331107e-02
5.164245800001811e+10  8.007907469354454e-02
5.171205700001813e+10  7.883772819738617e-02
5.178165600001815e+10  7.761244839063247e-02
5.185125500001817e+10  7.640305754878403e-02
5.192085400001820e+10  7.520937974881900e-02
5.199045300001821e+10  7.403124085114757e-02
5.206005200001823e+10  7.286846848174582e-02
5.212965100001826e+10  7.172089201446741e-02
5.219925000001828e+10  7.058834255353133e-02
5.226884900001830e+10  6.947065291618383e-02
5.233844800001832e+10  6.836765761553289e-02
5.240804700001834e+10  6.727919284355383e-02
5.247764600001836e+10  6.620509645426406e-02
5.254724500001839e+10  6.514520794706567e-02
5.261684400001841e+10  6.409936845025378e-02
5.268644300001843e+10  6.306742070468954e-02
5.275604200001846e+10  6.204920904763583e-02
5.282564100001848e+10  6.104457939675427e-02
5.289524000001850e+10  6.005337923426182e-02
5.296483900001852e+10  5.907545759124570e-02
5.303443800001854e+10  5.811066503213462e-02
5.310403700001856e+10  5.715885363932526e-02
5.317363600001859e+10  5.621987699796221e-02
5.324323500001860e+10  5.529359018087003e-02
5.331283400001862e+10  5.437984973363574e-02
5.338243300001865e+10  5.347851365984065e-02
5.345203200001867e+10  5.258944140643952e-02
5.352163100001869e+10  5.171249384928612e-02
5.359123000001871e+10  5.084753327880350e-02
5.366082900001873e+10  4.999442338579753e-02
5.373042800001875e+10  4.915302924741254e-02
5.380002700001878e+10  4.832321731322724e-02
5.386962600001880e+10  4.750485539149014e-02
5.393922500001881e+10  4.669781263549246e-02
5.400882400001884e+10  4.590195953007764e-02
5.407842300001886e+10  4.511716787828603e-02
5.414802200001889e+10  4.434331078813307e-02
5.421762100001891e+10  4.358026265952024e-02
5.428722000001893e+10  4.282789917127697e-02
5.435681900001895e+10  4.208609726833251e-02
5.442641800001897e+10  4.135473514901619e-02
5.449601700001900e+10  4.063369225248532e-02
5.456561600001901e+10  3.992284924627881e-02
5.463521500001904e+10  3.922208801399584e-02
5.470481400001906e+10  3.853129164309788e-02
5.477441300001908e+10  3.785034441283330e-02
5.484401200001910e+10  3.717913178228290e-02
5.491361100001912e+10  3.651754037852557e-02
5.498321000001914e+10  3.586545798492257e-02
5.505280900001917e+10  3.522277352951944e-02
5.512240800001919e+10  3.458937707356435e-02
5.519200700001920e+10  3.396515980014166e-02
5.526160600001923e+10  3.335001400291958e-02
5.533120500001925e+10  3.274383307501089e-02
5.540080400001927e+10  3.214651149794543e-02
5.547040300001930e+10  3.155794483075347e-02
5.554000200001931e+10  3.097802969915849e-02
5.560960100001933e+10  3.040666378487882e-02
5.567920000001936e+10  2.984374581503648e-02
5.574879900001939e+10  2.928917555167267e-02
5.581839800001940e+10  2.874285378136837e-02
5.588799700001942e+10  2.820468230496946e-02
5.595759600001945e+10  2.767456392741497e-02
5.602719500001947e+10  2.715240244766753e-02
5.609679400001949e+10  2.663810264874523e-02
5.616639300001951e+10  2.613157028785340e-02
5.623599200001953e+10  2.563271208661586e-02
5.630559100001955e+10  2.514143572140415e-02
5.637519000001958e+10  2.465764981376424e-02
5.644478900001959e+10  2.418126392093923e-02
5.651438800001962e+10  2.371218852648757e-02
5.658398700001964e+10  2.325033503099551e-02
5.665358600001966e+10  2.279561574288299e-02
5.672318500001968e+10  2.234794386930198e-02
5.679278400001970e+10  2.190723350712638e-02
5.686238300001972e+10  2.147339963403258e-02
5.693198200001975e+10  2.104635809966962e-02
5.700158100001977e+10  2.062602561691835e-02
5.707118000001979e+10  2.021231975323834e-02
5.714077900001981e+10  1.980515892210201e-02
5.721037800001983e+10  1.940446237451480e-02
5.727997700001985e+10  1.901015019062072e-02
5.734957600001988e+10  1.862214327139240e-02
5.741917500001990e+10  1.824036333040460e-02
5.748877400001992e+10  1.786473288569073e-02
5.755837300001994e+10  1.749517525168106e-02
5.762797200001997e+10  1.713161453122222e-02
5.769757100001999e+10  1.677397560767698e-02
5.776717000002000e+10  1.642218413710345e-02
5.783676900002003e+10  1.607616654051307e-02
5.790636800002005e+10  1.573584999620645e-02
5.797596700002007e+10  1.540116243218639e-02
5.804556600002009e+10  1.507203251864717e-02
5.811516500002011e+10  1.474838966053954e-02
5.818476400002013e+10  1.443016399021043e-02
5.825436300002016e+10  1.411728636011675e-02
5.832396200002018e+10  1.380968833561259e-02
5.839356100002020e+10  1.350730218780893e-02
5.846316000002022e+10  1.321006088650520e-02
5.853275900002024e+10  1.291789809319205e-02
5.860235800002026e+10  1.263074815412449e-02
5.867195700002029e+10  1.234854609346471e-02
5.874155600002030e+10  1.207122760649398e-02
5.881115500002033e+10  1.179872905289278e-02
5.888075400002035e+10  1.153098745008866e-02
5.895035300002038e+10  1.126794046667089e-02
5.901995200002039e+10  1.100952641587155e-02
5.908955100002042e+10  1.075568424911209e-02
5.915915000002044e+10  1.050635354961487e-02
5.922874900002046e+10  1.026147452607902e-02
5.929834800002049e+10  1.002098800641990e-02
5.936794700002050e+10  9.784835431571490e-03
5.943754600002052e+10  9.552958849351317e-03
5.950714500002055e+10  9.325300908386902e-03
5.957674400002057e+10  9.101804852103473e-03
5.964634300002058e+10  8.882414512772070e-03
5.971594200002061e+10  8.667074305617594e-03
5.978554100002063e+10  8.455729222986080e-03
5.985514000002065e+10  8.248324828570687e-03
5.992473900002068e+10  8.044807251695749e-03
5.999433800002069e+10  7.845123181658320e-03
6.006393700002071e+10  7.649219862126680e-03
6.013353600002074e+10  7.457045085595112e-03
6.020313500002076e+10  7.268547187894526e-03
6.027273400002078e+10  7.083675042758239e-03
6.034233300002080e+10  6.902378056442443e-03
6.041193200002082e+10  6.724606162400753e-03
6.048153100002084e+10  6.550309816012318e-03
6.055113000002087e+10  6.379439989362950e-03
6.062072900002089e+10  6.211948166078723e-03
6.069032800002091e+10  6.047786336211512e-03
6.075992700002094e+10  5.886906991175980e-03
6.082952600002096e+10  5.729263118737447e-03
6.089912500002098e+10  5.574808198050150e-03
6.096872400002100e+10  5.423496194745386e-03
6.103832300002102e+10  5.275281556069041e-03
6.110792200002104e+10  5.130119206067971e-03
6.117752100002107e+10  4.987964540824779e-03
6.124712000002108e+10  4.848773423740495e-03
6.131671900002110e+10  4.712502180864647e-03
6.138631800002113e+10  4.579107596272263e-03
6.145591700002115e+10  4.448546907487351e-03
6.152551600002117e+10  4.320777800952329e-03
6.159511500002119e+10  4.195758407543006e-03
6.166471400002121e+10  4.073447298128606e-03
6.173431300002123e+10  3.953803479176409e-03
6.180391200002126e+10  3.836786388400531e-03
6.187351100002128e+10  3.722355890454424e-03
6.194311000002129e+10  3.610472272666637e-03
6.201270900002132e+10  3.501096240819401e-03
6.208230800002134e+10  3.394188914969618e-03
6.215190700002137e+10  3.289711825311802e-03
6.222150600002139e+10  3.187626908082584e-03
6.229110500002141e+10  3.087896501506312e-03
6.236070400002143e+10  2.990483341781374e-03
6.243030300002145e+10  2.895350559106814e-03
6.249990200002148e+10  2.802461673748825e-03
6.256950100002149e+10  2.711780592146745e-03
6.263910000002152e+10  2.623271603058112e-03
6.270869900002154e+10  2.536899373742426e-03
6.277829800002156e+10  2.452628946183204e-03
6.284789700002158e+10  2.370425733347942e-03
6.291749600002160e+10  2.290255515485610e-03
6.298709500002162e+10  2.212084436461290e-03
6.305669400002165e+10  2.135879000127591e-03
6.312629300002167e+10  2.061606066732457e-03
6.319589200002168e+10  1.989232849363016e-03
6.326549100002171e+10  1.918726910425091e-03
6.333509000002173e+10  1.850056158158019e-03
6.340468900002175e+10  1.783188843184426e-03
6.347428800002177e+10  1.718093555094592e-03
6.354388700002179e+10  1.654739219065066e-03
6.361348600002181e+10  1.593095092511182e-03
6.368308500002184e+10  1.533130761773141e-03
6.375268400002187e+10  1.474816138835298e-03
6.382228300002188e+10  1.418121458078343e-03
6.389188200002190e+10  1.363017273064032e-03
6.396148100002193e+10  1.309474453352136e-03
6.403108000002195e+10  1.257464181349294e-03
6.410067900002197e+10  1.206957949189431e-03
6.417027800002199e+10  1.157927555645438e-03
6.423987700002201e+10  1.110345103071791e-03
6.430947600002203e+10  1.064182994377795e-03
6.437907500002206e+10  1.019413930031142e-03
6.444867400002207e+10  9.760109050914897e-04
6.451827300002210e+10  9.339472062737386e-04
6.458787200002212e+10  8.931964090407222e-04
6.465747100002214e+10  8.537323747250061e-04
6.472707000002216e+10  8.155292476795038e-04
6.479666900002218e+10  7.785614524566208e-04
6.486626800002220e+10  7.428036910156322e-04
6.493586700002222e+10  7.082309399580163e-04
6.500546600002225e+10  6.748184477904564e-04
6.507506500002227e+10  6.425417322152358e-04
6.514466400002229e+10  6.113765774477439e-04
6.521426300002231e+10  5.812990315608256e-04
6.528386200002233e+10  5.522854038557003e-04
6.535346100002236e+10  5.243122622591802e-04
6.542306000002238e+10  4.973564307469275e-04
6.549265900002240e+10  4.713949867924829e-04
6.556225800002242e+10  4.464052588418085e-04
6.563185700002245e+10  4.223648238130856e-04
6.570145600002247e+10  3.992515046215141e-04
6.577105500002248e+10  3.770433677288607e-04
6.584065400002251e+10  3.557187207175061e-04
6.591025300002253e+10  3.352561098887433e-04
6.597985200002255e+10  3.156343178850850e-04
6.604945100002258e+10  2.968323613363351e-04
6.611905000002259e+10  2.788294885291860e-04
6.618864900002261e+10  2.616051771001043e-04
6.625824800002264e+10  2.451391317512703e-04
6.632784700002266e+10  2.294112819893389e-04
6.639744600002268e+10  2.144017798867908e-04
6.646704500002270e+10  2.000909978656485e-04
6.653664400002272e+10  1.864595265033291e-04
6.660624300002274e+10  1.734881723604129e-04
6.667584200002277e+10  1.611579558301059e-04
6.674544100002278e+10  1.494501090091779e-04
6.681504000002280e+10  1.383460735901598e-04
6.688463900002284e+10  1.278274987745863e-04
6.695423800002286e+10  1.178762392070713e-04
6.702383700002287e+10  1.084743529300073e-04
6.709343600002290e+10  9.960409935867968e-05
6.716303500002292e+10  9.124793727659150e-05
6.723263400002294e+10  8.338852285079499e-05
6.730223300002296e+10  7.600870766702822e-05
6.737183200002298e+10  6.909153678445756e-05
6.744143100002300e+10  6.262024680982874e-05
6.751103000002303e+10  5.657826399083128e-05
6.758062900002305e+10  5.094920232848265e-05
6.765022800002307e+10  4.571686170834132e-05
6.771982700002309e+10  4.086522605035858e-05
6.778942600002311e+10  3.637846147718239e-05
6.785902500002313e+10  3.224091450072714e-05
6.792862400002316e+10  2.843711022682591e-05
6.799822300002317e+10  2.495175057778322e-05
6.806782200002319e+10  2.176971253264858e-05
6.813742100002322e+10  1.887604638503235e-05
6.820702000002324e+10  1.625597401828789e-05
6.827661900002326e+10  1.389488719788526e-05
6.834621800002328e+10  1.177834588080383e-05
6.841581700002330e+10  9.892076541772696e-06
6.848541600002333e+10  8.221970516189779e-06
6.855501500002335e+10  6.754082359551892e-06
6.862461400002337e+10  5.474628223230083e-06
6.869421300002339e+10  4.369984246426016e-06
6.876381200002340e+10  3.426684964146950e-06
6.883341100002344e+10  2.631421731038439e-06
6.890301000002345e+10  1.971041160915606e-06
6.897260900002347e+10  1.432543581835370e-06
6.904220800002350e+10  1.003081506553667e-06
6.911180700002351e+10  6.699581182132727e-07
6.918140600002354e+10  4.206257711093903e-07
6.925100500002356e+10  2.426845063817440e-07
6.932060400002359e+10  1.238805824834349e-07
6.939020300002360e+10  5.210502027835005e-08
6.945980200002364e+10  1.539216262041326e-08
6.952940100002365e+10  1.918248269461132e-09
6.959900000000000e+10  1.000000000000000e-24
